"","bin","value","target","type","location"
"11285",24,0,"3 wk ahead","bin","Delaware"
"11286",24.1,0,"3 wk ahead","bin","Delaware"
"11287",24.2,0,"3 wk ahead","bin","Delaware"
"11288",24.3,0,"3 wk ahead","bin","Delaware"
"11289",24.4,0,"3 wk ahead","bin","Delaware"
"11290",24.5,0,"3 wk ahead","bin","Delaware"
"11291",24.6,0,"3 wk ahead","bin","Delaware"
"11292",24.7,0,"3 wk ahead","bin","Delaware"
"11293",24.8,0,"3 wk ahead","bin","Delaware"
"11294",24.9,0,"3 wk ahead","bin","Delaware"
"11295",25,0.001,"3 wk ahead","bin","Delaware"
"11296",0,0.002,"4 wk ahead","bin","Delaware"
"11297",0.1,0.001,"4 wk ahead","bin","Delaware"
"11298",0.2,0.001,"4 wk ahead","bin","Delaware"
"11299",0.3,0.002,"4 wk ahead","bin","Delaware"
"11300",0.4,0,"4 wk ahead","bin","Delaware"
"11301",0.5,0.001,"4 wk ahead","bin","Delaware"
"11302",0.6,0.005,"4 wk ahead","bin","Delaware"
"11303",0.7,0.004,"4 wk ahead","bin","Delaware"
"11304",0.8,0.005,"4 wk ahead","bin","Delaware"
"11305",0.9,0.004,"4 wk ahead","bin","Delaware"
"11306",1,0.006,"4 wk ahead","bin","Delaware"
"11307",1.1,0.006,"4 wk ahead","bin","Delaware"
"11308",1.2,0.01,"4 wk ahead","bin","Delaware"
"11309",1.3,0.009,"4 wk ahead","bin","Delaware"
"11310",1.4,0.018,"4 wk ahead","bin","Delaware"
"11311",1.5,0.016,"4 wk ahead","bin","Delaware"
"11312",1.6,0.006,"4 wk ahead","bin","Delaware"
"11313",1.7,0.009,"4 wk ahead","bin","Delaware"
"11314",1.8,0.012,"4 wk ahead","bin","Delaware"
"11315",1.9,0.016,"4 wk ahead","bin","Delaware"
"11316",2,0.009,"4 wk ahead","bin","Delaware"
"11317",2.1,0.013,"4 wk ahead","bin","Delaware"
"11318",2.2,0.015,"4 wk ahead","bin","Delaware"
"11319",2.3,0.017,"4 wk ahead","bin","Delaware"
"11320",2.4,0.017,"4 wk ahead","bin","Delaware"
"11321",2.5,0.012,"4 wk ahead","bin","Delaware"
"11322",2.6,0.007,"4 wk ahead","bin","Delaware"
"11323",2.7,0.013,"4 wk ahead","bin","Delaware"
"11324",2.8,0.013,"4 wk ahead","bin","Delaware"
"11325",2.9,0.01,"4 wk ahead","bin","Delaware"
"11326",3,0.011,"4 wk ahead","bin","Delaware"
"11327",3.1,0.013,"4 wk ahead","bin","Delaware"
"11328",3.2,0.012,"4 wk ahead","bin","Delaware"
"11329",3.3,0.023,"4 wk ahead","bin","Delaware"
"11330",3.4,0.02,"4 wk ahead","bin","Delaware"
"11331",3.5,0.012,"4 wk ahead","bin","Delaware"
"11332",3.6,0.013,"4 wk ahead","bin","Delaware"
"11333",3.7,0.014,"4 wk ahead","bin","Delaware"
"11334",3.8,0.011,"4 wk ahead","bin","Delaware"
"11335",3.9,0.008,"4 wk ahead","bin","Delaware"
"11336",4,0.016,"4 wk ahead","bin","Delaware"
"11337",4.1,0.019,"4 wk ahead","bin","Delaware"
"11338",4.2,0.013,"4 wk ahead","bin","Delaware"
"11339",4.3,0.01,"4 wk ahead","bin","Delaware"
"11340",4.4,0.006,"4 wk ahead","bin","Delaware"
"11341",4.5,0.017,"4 wk ahead","bin","Delaware"
"11342",4.6,0.013,"4 wk ahead","bin","Delaware"
"11343",4.7,0.015,"4 wk ahead","bin","Delaware"
"11344",4.8,0.016,"4 wk ahead","bin","Delaware"
"11345",4.9,0.011,"4 wk ahead","bin","Delaware"
"11346",5,0.01,"4 wk ahead","bin","Delaware"
"11347",5.1,0.012,"4 wk ahead","bin","Delaware"
"11348",5.2,0.012,"4 wk ahead","bin","Delaware"
"11349",5.3,0.009,"4 wk ahead","bin","Delaware"
"11350",5.4,0.011,"4 wk ahead","bin","Delaware"
"11351",5.5,0.012,"4 wk ahead","bin","Delaware"
"11352",5.6,0.011,"4 wk ahead","bin","Delaware"
"11353",5.7,0.007,"4 wk ahead","bin","Delaware"
"11354",5.8,0.009,"4 wk ahead","bin","Delaware"
"11355",5.9,0.008,"4 wk ahead","bin","Delaware"
"11356",6,0.017,"4 wk ahead","bin","Delaware"
"11357",6.1,0.012,"4 wk ahead","bin","Delaware"
"11358",6.2,0.01,"4 wk ahead","bin","Delaware"
"11359",6.3,0.009,"4 wk ahead","bin","Delaware"
"11360",6.4,0.012,"4 wk ahead","bin","Delaware"
"11361",6.5,0.007,"4 wk ahead","bin","Delaware"
"11362",6.6,0.006,"4 wk ahead","bin","Delaware"
"11363",6.7,0.01,"4 wk ahead","bin","Delaware"
"11364",6.8,0.01,"4 wk ahead","bin","Delaware"
"11365",6.9,0.006,"4 wk ahead","bin","Delaware"
"11366",7,0.011,"4 wk ahead","bin","Delaware"
"11367",7.1,0.005,"4 wk ahead","bin","Delaware"
"11368",7.2,0.011,"4 wk ahead","bin","Delaware"
"11369",7.3,0.007,"4 wk ahead","bin","Delaware"
"11370",7.4,0.01,"4 wk ahead","bin","Delaware"
"11371",7.5,0.006,"4 wk ahead","bin","Delaware"
"11372",7.6,0.003,"4 wk ahead","bin","Delaware"
"11373",7.7,0.006,"4 wk ahead","bin","Delaware"
"11374",7.8,0.006,"4 wk ahead","bin","Delaware"
"11375",7.9,0.006,"4 wk ahead","bin","Delaware"
"11376",8,0.009,"4 wk ahead","bin","Delaware"
"11377",8.1,0.002,"4 wk ahead","bin","Delaware"
"11378",8.2,0.005,"4 wk ahead","bin","Delaware"
"11379",8.3,0.003,"4 wk ahead","bin","Delaware"
"11380",8.4,0.007,"4 wk ahead","bin","Delaware"
"11381",8.5,0.006,"4 wk ahead","bin","Delaware"
"11382",8.6,0.006,"4 wk ahead","bin","Delaware"
"11383",8.7,0.002,"4 wk ahead","bin","Delaware"
"11384",8.8,0.006,"4 wk ahead","bin","Delaware"
"11385",8.9,0.01,"4 wk ahead","bin","Delaware"
"11386",9,0.005,"4 wk ahead","bin","Delaware"
"11387",9.1,0.005,"4 wk ahead","bin","Delaware"
"11388",9.2,0.003,"4 wk ahead","bin","Delaware"
"11389",9.3,0.001,"4 wk ahead","bin","Delaware"
"11390",9.4,0.002,"4 wk ahead","bin","Delaware"
"11391",9.5,0.002,"4 wk ahead","bin","Delaware"
"11392",9.6,0.002,"4 wk ahead","bin","Delaware"
"11393",9.7,0.003,"4 wk ahead","bin","Delaware"
"11394",9.8,0.004,"4 wk ahead","bin","Delaware"
"11395",9.9,0.004,"4 wk ahead","bin","Delaware"
"11396",10,0.001,"4 wk ahead","bin","Delaware"
"11397",10.1,0.001,"4 wk ahead","bin","Delaware"
"11398",10.2,0.001,"4 wk ahead","bin","Delaware"
"11399",10.3,0.001,"4 wk ahead","bin","Delaware"
"11400",10.4,0.003,"4 wk ahead","bin","Delaware"
"11401",10.5,0.001,"4 wk ahead","bin","Delaware"
"11402",10.6,0.002,"4 wk ahead","bin","Delaware"
"11403",10.7,0.003,"4 wk ahead","bin","Delaware"
"11404",10.8,0.003,"4 wk ahead","bin","Delaware"
"11405",10.9,0.002,"4 wk ahead","bin","Delaware"
"11406",11,0.006,"4 wk ahead","bin","Delaware"
"11407",11.1,0.003,"4 wk ahead","bin","Delaware"
"11408",11.2,0.003,"4 wk ahead","bin","Delaware"
"11409",11.3,0.003,"4 wk ahead","bin","Delaware"
"11410",11.4,0.001,"4 wk ahead","bin","Delaware"
"11411",11.5,0.002,"4 wk ahead","bin","Delaware"
"11412",11.6,0.004,"4 wk ahead","bin","Delaware"
"11413",11.7,0.004,"4 wk ahead","bin","Delaware"
"11414",11.8,0,"4 wk ahead","bin","Delaware"
"11415",11.9,0.005,"4 wk ahead","bin","Delaware"
"11416",12,0.003,"4 wk ahead","bin","Delaware"
"11417",12.1,0.001,"4 wk ahead","bin","Delaware"
"11418",12.2,0.003,"4 wk ahead","bin","Delaware"
"11419",12.3,0.002,"4 wk ahead","bin","Delaware"
"11420",12.4,0.001,"4 wk ahead","bin","Delaware"
"11421",12.5,0.003,"4 wk ahead","bin","Delaware"
"11422",12.6,0.001,"4 wk ahead","bin","Delaware"
"11423",12.7,0.001,"4 wk ahead","bin","Delaware"
"11424",12.8,0.002,"4 wk ahead","bin","Delaware"
"11425",12.9,0.001,"4 wk ahead","bin","Delaware"
"11426",13,0,"4 wk ahead","bin","Delaware"
"11427",13.1,0.002,"4 wk ahead","bin","Delaware"
"11428",13.2,0,"4 wk ahead","bin","Delaware"
"11429",13.3,0.002,"4 wk ahead","bin","Delaware"
"11430",13.4,0.001,"4 wk ahead","bin","Delaware"
"11431",13.5,0.003,"4 wk ahead","bin","Delaware"
"11432",13.6,0,"4 wk ahead","bin","Delaware"
"11433",13.7,0.001,"4 wk ahead","bin","Delaware"
"11434",13.8,0,"4 wk ahead","bin","Delaware"
"11435",13.9,0.003,"4 wk ahead","bin","Delaware"
"11436",14,0.001,"4 wk ahead","bin","Delaware"
"11437",14.1,0.003,"4 wk ahead","bin","Delaware"
"11438",14.2,0.002,"4 wk ahead","bin","Delaware"
"11439",14.3,0.001,"4 wk ahead","bin","Delaware"
"11440",14.4,0,"4 wk ahead","bin","Delaware"
"11441",14.5,0.003,"4 wk ahead","bin","Delaware"
"11442",14.6,0,"4 wk ahead","bin","Delaware"
"11443",14.7,0,"4 wk ahead","bin","Delaware"
"11444",14.8,0,"4 wk ahead","bin","Delaware"
"11445",14.9,0.001,"4 wk ahead","bin","Delaware"
"11446",15,0,"4 wk ahead","bin","Delaware"
"11447",15.1,0.001,"4 wk ahead","bin","Delaware"
"11448",15.2,0,"4 wk ahead","bin","Delaware"
"11449",15.3,0.002,"4 wk ahead","bin","Delaware"
"11450",15.4,0.002,"4 wk ahead","bin","Delaware"
"11451",15.5,0,"4 wk ahead","bin","Delaware"
"11452",15.6,0,"4 wk ahead","bin","Delaware"
"11453",15.7,0.001,"4 wk ahead","bin","Delaware"
"11454",15.8,0,"4 wk ahead","bin","Delaware"
"11455",15.9,0.001,"4 wk ahead","bin","Delaware"
"11456",16,0,"4 wk ahead","bin","Delaware"
"11457",16.1,0,"4 wk ahead","bin","Delaware"
"11458",16.2,0,"4 wk ahead","bin","Delaware"
"11459",16.3,0.001,"4 wk ahead","bin","Delaware"
"11460",16.4,0.001,"4 wk ahead","bin","Delaware"
"11461",16.5,0,"4 wk ahead","bin","Delaware"
"11462",16.6,0,"4 wk ahead","bin","Delaware"
"11463",16.7,0.001,"4 wk ahead","bin","Delaware"
"11464",16.8,0,"4 wk ahead","bin","Delaware"
"11465",16.9,0,"4 wk ahead","bin","Delaware"
"11466",17,0,"4 wk ahead","bin","Delaware"
"11467",17.1,0,"4 wk ahead","bin","Delaware"
"11468",17.2,0,"4 wk ahead","bin","Delaware"
"11469",17.3,0,"4 wk ahead","bin","Delaware"
"11470",17.4,0,"4 wk ahead","bin","Delaware"
"11471",17.5,0.001,"4 wk ahead","bin","Delaware"
"11472",17.6,0,"4 wk ahead","bin","Delaware"
"11473",17.7,0,"4 wk ahead","bin","Delaware"
"11474",17.8,0,"4 wk ahead","bin","Delaware"
"11475",17.9,0,"4 wk ahead","bin","Delaware"
"11476",18,0,"4 wk ahead","bin","Delaware"
"11477",18.1,0,"4 wk ahead","bin","Delaware"
"11478",18.2,0,"4 wk ahead","bin","Delaware"
"11479",18.3,0,"4 wk ahead","bin","Delaware"
"11480",18.4,0.001,"4 wk ahead","bin","Delaware"
"11481",18.5,0,"4 wk ahead","bin","Delaware"
"11482",18.6,0.001,"4 wk ahead","bin","Delaware"
"11483",18.7,0,"4 wk ahead","bin","Delaware"
"11484",18.8,0,"4 wk ahead","bin","Delaware"
"11485",18.9,0.001,"4 wk ahead","bin","Delaware"
"11486",19,0,"4 wk ahead","bin","Delaware"
"11487",19.1,0.001,"4 wk ahead","bin","Delaware"
"11488",19.2,0,"4 wk ahead","bin","Delaware"
"11489",19.3,0,"4 wk ahead","bin","Delaware"
"11490",19.4,0,"4 wk ahead","bin","Delaware"
"11491",19.5,0,"4 wk ahead","bin","Delaware"
"11492",19.6,0,"4 wk ahead","bin","Delaware"
"11493",19.7,0,"4 wk ahead","bin","Delaware"
"11494",19.8,0,"4 wk ahead","bin","Delaware"
"11495",19.9,0,"4 wk ahead","bin","Delaware"
"11496",20,0,"4 wk ahead","bin","Delaware"
"11497",20.1,0,"4 wk ahead","bin","Delaware"
"11498",20.2,0,"4 wk ahead","bin","Delaware"
"11499",20.3,0,"4 wk ahead","bin","Delaware"
"11500",20.4,0,"4 wk ahead","bin","Delaware"
"11501",20.5,0.001,"4 wk ahead","bin","Delaware"
"11502",20.6,0,"4 wk ahead","bin","Delaware"
"11503",20.7,0,"4 wk ahead","bin","Delaware"
"11504",20.8,0,"4 wk ahead","bin","Delaware"
"11505",20.9,0,"4 wk ahead","bin","Delaware"
"11506",21,0,"4 wk ahead","bin","Delaware"
"11507",21.1,0,"4 wk ahead","bin","Delaware"
"11508",21.2,0,"4 wk ahead","bin","Delaware"
"11509",21.3,0,"4 wk ahead","bin","Delaware"
"11510",21.4,0.001,"4 wk ahead","bin","Delaware"
"11511",21.5,0,"4 wk ahead","bin","Delaware"
"11512",21.6,0,"4 wk ahead","bin","Delaware"
"11513",21.7,0.001,"4 wk ahead","bin","Delaware"
"11514",21.8,0,"4 wk ahead","bin","Delaware"
"11515",21.9,0,"4 wk ahead","bin","Delaware"
"11516",22,0,"4 wk ahead","bin","Delaware"
"11517",22.1,0,"4 wk ahead","bin","Delaware"
"11518",22.2,0,"4 wk ahead","bin","Delaware"
"11519",22.3,0,"4 wk ahead","bin","Delaware"
"11520",22.4,0,"4 wk ahead","bin","Delaware"
"11521",22.5,0.001,"4 wk ahead","bin","Delaware"
"11522",22.6,0,"4 wk ahead","bin","Delaware"
"11523",22.7,0,"4 wk ahead","bin","Delaware"
"11524",22.8,0,"4 wk ahead","bin","Delaware"
"11525",22.9,0,"4 wk ahead","bin","Delaware"
"11526",23,0,"4 wk ahead","bin","Delaware"
"11527",23.1,0,"4 wk ahead","bin","Delaware"
"11528",23.2,0,"4 wk ahead","bin","Delaware"
"11529",23.3,0,"4 wk ahead","bin","Delaware"
"11530",23.4,0,"4 wk ahead","bin","Delaware"
"11531",23.5,0,"4 wk ahead","bin","Delaware"
"11532",23.6,0,"4 wk ahead","bin","Delaware"
"11533",23.7,0,"4 wk ahead","bin","Delaware"
"11534",23.8,0.001,"4 wk ahead","bin","Delaware"
"11535",23.9,0,"4 wk ahead","bin","Delaware"
"11536",24,0,"4 wk ahead","bin","Delaware"
"11537",24.1,0,"4 wk ahead","bin","Delaware"
"11538",24.2,0,"4 wk ahead","bin","Delaware"
"11539",24.3,0,"4 wk ahead","bin","Delaware"
"11540",24.4,0,"4 wk ahead","bin","Delaware"
"11541",24.5,0,"4 wk ahead","bin","Delaware"
"11542",24.6,0,"4 wk ahead","bin","Delaware"
"11543",24.7,0,"4 wk ahead","bin","Delaware"
"11544",24.8,0,"4 wk ahead","bin","Delaware"
"11545",24.9,0,"4 wk ahead","bin","Delaware"
"11546",25,0,"4 wk ahead","bin","Delaware"
"11547",0,0,"5 wk ahead","bin","Delaware"
"11548",0.1,0.002,"5 wk ahead","bin","Delaware"
"11549",0.2,0.001,"5 wk ahead","bin","Delaware"
"11550",0.3,0.005,"5 wk ahead","bin","Delaware"
"11551",0.4,0.003,"5 wk ahead","bin","Delaware"
"11552",0.5,0.005,"5 wk ahead","bin","Delaware"
"11553",0.6,0.002,"5 wk ahead","bin","Delaware"
"11554",0.7,0.002,"5 wk ahead","bin","Delaware"
"11555",0.8,0.001,"5 wk ahead","bin","Delaware"
"11556",0.9,0.006,"5 wk ahead","bin","Delaware"
"11557",1,0.004,"5 wk ahead","bin","Delaware"
"11558",1.1,0.009,"5 wk ahead","bin","Delaware"
"11559",1.2,0.006,"5 wk ahead","bin","Delaware"
"11560",1.3,0.007,"5 wk ahead","bin","Delaware"
"11561",1.4,0.011,"5 wk ahead","bin","Delaware"
"11562",1.5,0.006,"5 wk ahead","bin","Delaware"
"11563",1.6,0.005,"5 wk ahead","bin","Delaware"
"11564",1.7,0.011,"5 wk ahead","bin","Delaware"
"11565",1.8,0.015,"5 wk ahead","bin","Delaware"
"11566",1.9,0.008,"5 wk ahead","bin","Delaware"
"11567",2,0.005,"5 wk ahead","bin","Delaware"
"11568",2.1,0.006,"5 wk ahead","bin","Delaware"
"11569",2.2,0.012,"5 wk ahead","bin","Delaware"
"11570",2.3,0.008,"5 wk ahead","bin","Delaware"
"11571",2.4,0.009,"5 wk ahead","bin","Delaware"
"11572",2.5,0.009,"5 wk ahead","bin","Delaware"
"11573",2.6,0.012,"5 wk ahead","bin","Delaware"
"11574",2.7,0.015,"5 wk ahead","bin","Delaware"
"11575",2.8,0.016,"5 wk ahead","bin","Delaware"
"11576",2.9,0.018,"5 wk ahead","bin","Delaware"
"11577",3,0.012,"5 wk ahead","bin","Delaware"
"11578",3.1,0.015,"5 wk ahead","bin","Delaware"
"11579",3.2,0.013,"5 wk ahead","bin","Delaware"
"11580",3.3,0.011,"5 wk ahead","bin","Delaware"
"11581",3.4,0.015,"5 wk ahead","bin","Delaware"
"11582",3.5,0.011,"5 wk ahead","bin","Delaware"
"11583",3.6,0.007,"5 wk ahead","bin","Delaware"
"11584",3.7,0.008,"5 wk ahead","bin","Delaware"
"11585",3.8,0.013,"5 wk ahead","bin","Delaware"
"11586",3.9,0.015,"5 wk ahead","bin","Delaware"
"11587",4,0.013,"5 wk ahead","bin","Delaware"
"11588",4.1,0.014,"5 wk ahead","bin","Delaware"
"11589",4.2,0.013,"5 wk ahead","bin","Delaware"
"11590",4.3,0.014,"5 wk ahead","bin","Delaware"
"11591",4.4,0.014,"5 wk ahead","bin","Delaware"
"11592",4.5,0.014,"5 wk ahead","bin","Delaware"
"11593",4.6,0.014,"5 wk ahead","bin","Delaware"
"11594",4.7,0.009,"5 wk ahead","bin","Delaware"
"11595",4.8,0.011,"5 wk ahead","bin","Delaware"
"11596",4.9,0.011,"5 wk ahead","bin","Delaware"
"11597",5,0.005,"5 wk ahead","bin","Delaware"
"11598",5.1,0.017,"5 wk ahead","bin","Delaware"
"11599",5.2,0.013,"5 wk ahead","bin","Delaware"
"11600",5.3,0.013,"5 wk ahead","bin","Delaware"
"11601",5.4,0.014,"5 wk ahead","bin","Delaware"
"11602",5.5,0.008,"5 wk ahead","bin","Delaware"
"11603",5.6,0.009,"5 wk ahead","bin","Delaware"
"11604",5.7,0.011,"5 wk ahead","bin","Delaware"
"11605",5.8,0.013,"5 wk ahead","bin","Delaware"
"11606",5.9,0.01,"5 wk ahead","bin","Delaware"
"11607",6,0.014,"5 wk ahead","bin","Delaware"
"11608",6.1,0.01,"5 wk ahead","bin","Delaware"
"11609",6.2,0.011,"5 wk ahead","bin","Delaware"
"11610",6.3,0.014,"5 wk ahead","bin","Delaware"
"11611",6.4,0.003,"5 wk ahead","bin","Delaware"
"11612",6.5,0.011,"5 wk ahead","bin","Delaware"
"11613",6.6,0.007,"5 wk ahead","bin","Delaware"
"11614",6.7,0.01,"5 wk ahead","bin","Delaware"
"11615",6.8,0.006,"5 wk ahead","bin","Delaware"
"11616",6.9,0.005,"5 wk ahead","bin","Delaware"
"11617",7,0.011,"5 wk ahead","bin","Delaware"
"11618",7.1,0.01,"5 wk ahead","bin","Delaware"
"11619",7.2,0.002,"5 wk ahead","bin","Delaware"
"11620",7.3,0.006,"5 wk ahead","bin","Delaware"
"11621",7.4,0.008,"5 wk ahead","bin","Delaware"
"11622",7.5,0.005,"5 wk ahead","bin","Delaware"
"11623",7.6,0.006,"5 wk ahead","bin","Delaware"
"11624",7.7,0.003,"5 wk ahead","bin","Delaware"
"11625",7.8,0.007,"5 wk ahead","bin","Delaware"
"11626",7.9,0.01,"5 wk ahead","bin","Delaware"
"11627",8,0.002,"5 wk ahead","bin","Delaware"
"11628",8.1,0.007,"5 wk ahead","bin","Delaware"
"11629",8.2,0.005,"5 wk ahead","bin","Delaware"
"11630",8.3,0.007,"5 wk ahead","bin","Delaware"
"11631",8.4,0.005,"5 wk ahead","bin","Delaware"
"11632",8.5,0.009,"5 wk ahead","bin","Delaware"
"11633",8.6,0.002,"5 wk ahead","bin","Delaware"
"11634",8.7,0.008,"5 wk ahead","bin","Delaware"
"11635",8.8,0.006,"5 wk ahead","bin","Delaware"
"11636",8.9,0.002,"5 wk ahead","bin","Delaware"
"11637",9,0.003,"5 wk ahead","bin","Delaware"
"11638",9.1,0.005,"5 wk ahead","bin","Delaware"
"11639",9.2,0.006,"5 wk ahead","bin","Delaware"
"11640",9.3,0.007,"5 wk ahead","bin","Delaware"
"11641",9.4,0.008,"5 wk ahead","bin","Delaware"
"11642",9.5,0.003,"5 wk ahead","bin","Delaware"
"11643",9.6,0.002,"5 wk ahead","bin","Delaware"
"11644",9.7,0.008,"5 wk ahead","bin","Delaware"
"11645",9.8,0.005,"5 wk ahead","bin","Delaware"
"11646",9.9,0.005,"5 wk ahead","bin","Delaware"
"11647",10,0.005,"5 wk ahead","bin","Delaware"
"11648",10.1,0.002,"5 wk ahead","bin","Delaware"
"11649",10.2,0.003,"5 wk ahead","bin","Delaware"
"11650",10.3,0.005,"5 wk ahead","bin","Delaware"
"11651",10.4,0.006,"5 wk ahead","bin","Delaware"
"11652",10.5,0.002,"5 wk ahead","bin","Delaware"
"11653",10.6,0.006,"5 wk ahead","bin","Delaware"
"11654",10.7,0.005,"5 wk ahead","bin","Delaware"
"11655",10.8,0.003,"5 wk ahead","bin","Delaware"
"11656",10.9,0.001,"5 wk ahead","bin","Delaware"
"11657",11,0.002,"5 wk ahead","bin","Delaware"
"11658",11.1,0.006,"5 wk ahead","bin","Delaware"
"11659",11.2,0.003,"5 wk ahead","bin","Delaware"
"11660",11.3,0.005,"5 wk ahead","bin","Delaware"
"11661",11.4,0.002,"5 wk ahead","bin","Delaware"
"11662",11.5,0.004,"5 wk ahead","bin","Delaware"
"11663",11.6,0.003,"5 wk ahead","bin","Delaware"
"11664",11.7,0.003,"5 wk ahead","bin","Delaware"
"11665",11.8,0.003,"5 wk ahead","bin","Delaware"
"11666",11.9,0.001,"5 wk ahead","bin","Delaware"
"11667",12,0.006,"5 wk ahead","bin","Delaware"
"11668",12.1,0.002,"5 wk ahead","bin","Delaware"
"11669",12.2,0,"5 wk ahead","bin","Delaware"
"11670",12.3,0.004,"5 wk ahead","bin","Delaware"
"11671",12.4,0.003,"5 wk ahead","bin","Delaware"
"11672",12.5,0.003,"5 wk ahead","bin","Delaware"
"11673",12.6,0.001,"5 wk ahead","bin","Delaware"
"11674",12.7,0.003,"5 wk ahead","bin","Delaware"
"11675",12.8,0.001,"5 wk ahead","bin","Delaware"
"11676",12.9,0,"5 wk ahead","bin","Delaware"
"11677",13,0,"5 wk ahead","bin","Delaware"
"11678",13.1,0.003,"5 wk ahead","bin","Delaware"
"11679",13.2,0.002,"5 wk ahead","bin","Delaware"
"11680",13.3,0.001,"5 wk ahead","bin","Delaware"
"11681",13.4,0.001,"5 wk ahead","bin","Delaware"
"11682",13.5,0,"5 wk ahead","bin","Delaware"
"11683",13.6,0.001,"5 wk ahead","bin","Delaware"
"11684",13.7,0,"5 wk ahead","bin","Delaware"
"11685",13.8,0.004,"5 wk ahead","bin","Delaware"
"11686",13.9,0.001,"5 wk ahead","bin","Delaware"
"11687",14,0.001,"5 wk ahead","bin","Delaware"
"11688",14.1,0.001,"5 wk ahead","bin","Delaware"
"11689",14.2,0.001,"5 wk ahead","bin","Delaware"
"11690",14.3,0,"5 wk ahead","bin","Delaware"
"11691",14.4,0.002,"5 wk ahead","bin","Delaware"
"11692",14.5,0.005,"5 wk ahead","bin","Delaware"
"11693",14.6,0.003,"5 wk ahead","bin","Delaware"
"11694",14.7,0.001,"5 wk ahead","bin","Delaware"
"11695",14.8,0.001,"5 wk ahead","bin","Delaware"
"11696",14.9,0.001,"5 wk ahead","bin","Delaware"
"11697",15,0,"5 wk ahead","bin","Delaware"
"11698",15.1,0.003,"5 wk ahead","bin","Delaware"
"11699",15.2,0.002,"5 wk ahead","bin","Delaware"
"11700",15.3,0.001,"5 wk ahead","bin","Delaware"
"11701",15.4,0.002,"5 wk ahead","bin","Delaware"
"11702",15.5,0.001,"5 wk ahead","bin","Delaware"
"11703",15.6,0.001,"5 wk ahead","bin","Delaware"
"11704",15.7,0.001,"5 wk ahead","bin","Delaware"
"11705",15.8,0,"5 wk ahead","bin","Delaware"
"11706",15.9,0.001,"5 wk ahead","bin","Delaware"
"11707",16,0,"5 wk ahead","bin","Delaware"
"11708",16.1,0.001,"5 wk ahead","bin","Delaware"
"11709",16.2,0.001,"5 wk ahead","bin","Delaware"
"11710",16.3,0,"5 wk ahead","bin","Delaware"
"11711",16.4,0.003,"5 wk ahead","bin","Delaware"
"11712",16.5,0.001,"5 wk ahead","bin","Delaware"
"11713",16.6,0,"5 wk ahead","bin","Delaware"
"11714",16.7,0,"5 wk ahead","bin","Delaware"
"11715",16.8,0.001,"5 wk ahead","bin","Delaware"
"11716",16.9,0,"5 wk ahead","bin","Delaware"
"11717",17,0.001,"5 wk ahead","bin","Delaware"
"11718",17.1,0,"5 wk ahead","bin","Delaware"
"11719",17.2,0.003,"5 wk ahead","bin","Delaware"
"11720",17.3,0,"5 wk ahead","bin","Delaware"
"11721",17.4,0,"5 wk ahead","bin","Delaware"
"11722",17.5,0,"5 wk ahead","bin","Delaware"
"11723",17.6,0.001,"5 wk ahead","bin","Delaware"
"11724",17.7,0,"5 wk ahead","bin","Delaware"
"11725",17.8,0.001,"5 wk ahead","bin","Delaware"
"11726",17.9,0,"5 wk ahead","bin","Delaware"
"11727",18,0,"5 wk ahead","bin","Delaware"
"11728",18.1,0,"5 wk ahead","bin","Delaware"
"11729",18.2,0,"5 wk ahead","bin","Delaware"
"11730",18.3,0,"5 wk ahead","bin","Delaware"
"11731",18.4,0,"5 wk ahead","bin","Delaware"
"11732",18.5,0,"5 wk ahead","bin","Delaware"
"11733",18.6,0,"5 wk ahead","bin","Delaware"
"11734",18.7,0,"5 wk ahead","bin","Delaware"
"11735",18.8,0.001,"5 wk ahead","bin","Delaware"
"11736",18.9,0.001,"5 wk ahead","bin","Delaware"
"11737",19,0,"5 wk ahead","bin","Delaware"
"11738",19.1,0,"5 wk ahead","bin","Delaware"
"11739",19.2,0,"5 wk ahead","bin","Delaware"
"11740",19.3,0.001,"5 wk ahead","bin","Delaware"
"11741",19.4,0,"5 wk ahead","bin","Delaware"
"11742",19.5,0.001,"5 wk ahead","bin","Delaware"
"11743",19.6,0,"5 wk ahead","bin","Delaware"
"11744",19.7,0,"5 wk ahead","bin","Delaware"
"11745",19.8,0,"5 wk ahead","bin","Delaware"
"11746",19.9,0,"5 wk ahead","bin","Delaware"
"11747",20,0,"5 wk ahead","bin","Delaware"
"11748",20.1,0,"5 wk ahead","bin","Delaware"
"11749",20.2,0,"5 wk ahead","bin","Delaware"
"11750",20.3,0,"5 wk ahead","bin","Delaware"
"11751",20.4,0,"5 wk ahead","bin","Delaware"
"11752",20.5,0,"5 wk ahead","bin","Delaware"
"11753",20.6,0,"5 wk ahead","bin","Delaware"
"11754",20.7,0,"5 wk ahead","bin","Delaware"
"11755",20.8,0.001,"5 wk ahead","bin","Delaware"
"11756",20.9,0.001,"5 wk ahead","bin","Delaware"
"11757",21,0.001,"5 wk ahead","bin","Delaware"
"11758",21.1,0,"5 wk ahead","bin","Delaware"
"11759",21.2,0,"5 wk ahead","bin","Delaware"
"11760",21.3,0,"5 wk ahead","bin","Delaware"
"11761",21.4,0,"5 wk ahead","bin","Delaware"
"11762",21.5,0,"5 wk ahead","bin","Delaware"
"11763",21.6,0,"5 wk ahead","bin","Delaware"
