"","bin","value","target","type","location"
"1",0,0,"1 wk ahead","bin","Alabama"
"2",0.1,0,"1 wk ahead","bin","Alabama"
"3",0.2,0,"1 wk ahead","bin","Alabama"
"4",0.3,0,"1 wk ahead","bin","Alabama"
"5",0.4,0,"1 wk ahead","bin","Alabama"
"6",0.5,0,"1 wk ahead","bin","Alabama"
"7",0.6,0,"1 wk ahead","bin","Alabama"
"8",0.7,0,"1 wk ahead","bin","Alabama"
"9",0.8,0,"1 wk ahead","bin","Alabama"
"10",0.9,0,"1 wk ahead","bin","Alabama"
"11",1,0,"1 wk ahead","bin","Alabama"
"12",1.1,0,"1 wk ahead","bin","Alabama"
"13",1.2,0,"1 wk ahead","bin","Alabama"
"14",1.3,0,"1 wk ahead","bin","Alabama"
"15",1.4,0,"1 wk ahead","bin","Alabama"
"16",1.5,0,"1 wk ahead","bin","Alabama"
"17",1.6,0,"1 wk ahead","bin","Alabama"
"18",1.7,0,"1 wk ahead","bin","Alabama"
"19",1.8,0,"1 wk ahead","bin","Alabama"
"20",1.9,0,"1 wk ahead","bin","Alabama"
"21",2,0,"1 wk ahead","bin","Alabama"
"22",2.1,0,"1 wk ahead","bin","Alabama"
"23",2.2,0,"1 wk ahead","bin","Alabama"
"24",2.3,0,"1 wk ahead","bin","Alabama"
"25",2.4,0,"1 wk ahead","bin","Alabama"
"26",2.5,0,"1 wk ahead","bin","Alabama"
"27",2.6,0.002,"1 wk ahead","bin","Alabama"
"28",2.7,0,"1 wk ahead","bin","Alabama"
"29",2.8,0.001,"1 wk ahead","bin","Alabama"
"30",2.9,0,"1 wk ahead","bin","Alabama"
"31",3,0.003,"1 wk ahead","bin","Alabama"
"32",3.1,0.003,"1 wk ahead","bin","Alabama"
"33",3.2,0.001,"1 wk ahead","bin","Alabama"
"34",3.3,0.001,"1 wk ahead","bin","Alabama"
"35",3.4,0.001,"1 wk ahead","bin","Alabama"
"36",3.5,0.005,"1 wk ahead","bin","Alabama"
"37",3.6,0.004,"1 wk ahead","bin","Alabama"
"38",3.7,0.003,"1 wk ahead","bin","Alabama"
"39",3.8,0.005,"1 wk ahead","bin","Alabama"
"40",3.9,0.003,"1 wk ahead","bin","Alabama"
"41",4,0.005,"1 wk ahead","bin","Alabama"
"42",4.1,0.006,"1 wk ahead","bin","Alabama"
"43",4.2,0.005,"1 wk ahead","bin","Alabama"
"44",4.3,0.006,"1 wk ahead","bin","Alabama"
"45",4.4,0.007,"1 wk ahead","bin","Alabama"
"46",4.5,0.008,"1 wk ahead","bin","Alabama"
"47",4.6,0.009,"1 wk ahead","bin","Alabama"
"48",4.7,0.006,"1 wk ahead","bin","Alabama"
"49",4.8,0.012,"1 wk ahead","bin","Alabama"
"50",4.9,0.016,"1 wk ahead","bin","Alabama"
"51",5,0.008,"1 wk ahead","bin","Alabama"
"52",5.1,0.008,"1 wk ahead","bin","Alabama"
"53",5.2,0.017,"1 wk ahead","bin","Alabama"
"54",5.3,0.007,"1 wk ahead","bin","Alabama"
"55",5.4,0.01,"1 wk ahead","bin","Alabama"
"56",5.5,0.008,"1 wk ahead","bin","Alabama"
"57",5.6,0.014,"1 wk ahead","bin","Alabama"
"58",5.7,0.011,"1 wk ahead","bin","Alabama"
"59",5.8,0.02,"1 wk ahead","bin","Alabama"
"60",5.9,0.013,"1 wk ahead","bin","Alabama"
"61",6,0.016,"1 wk ahead","bin","Alabama"
"62",6.1,0.016,"1 wk ahead","bin","Alabama"
"63",6.2,0.023,"1 wk ahead","bin","Alabama"
"64",6.3,0.015,"1 wk ahead","bin","Alabama"
"65",6.4,0.015,"1 wk ahead","bin","Alabama"
"66",6.5,0.018,"1 wk ahead","bin","Alabama"
"67",6.6,0.014,"1 wk ahead","bin","Alabama"
"68",6.7,0.018,"1 wk ahead","bin","Alabama"
"69",6.8,0.013,"1 wk ahead","bin","Alabama"
"70",6.9,0.017,"1 wk ahead","bin","Alabama"
"71",7,0.014,"1 wk ahead","bin","Alabama"
"72",7.1,0.014,"1 wk ahead","bin","Alabama"
"73",7.2,0.015,"1 wk ahead","bin","Alabama"
"74",7.3,0.014,"1 wk ahead","bin","Alabama"
"75",7.4,0.013,"1 wk ahead","bin","Alabama"
"76",7.5,0.014,"1 wk ahead","bin","Alabama"
"77",7.6,0.022,"1 wk ahead","bin","Alabama"
"78",7.7,0.012,"1 wk ahead","bin","Alabama"
"79",7.8,0.015,"1 wk ahead","bin","Alabama"
"80",7.9,0.011,"1 wk ahead","bin","Alabama"
"81",8,0.013,"1 wk ahead","bin","Alabama"
"82",8.1,0.019,"1 wk ahead","bin","Alabama"
"83",8.2,0.013,"1 wk ahead","bin","Alabama"
"84",8.3,0.005,"1 wk ahead","bin","Alabama"
"85",8.4,0.009,"1 wk ahead","bin","Alabama"
"86",8.5,0.008,"1 wk ahead","bin","Alabama"
"87",8.6,0.014,"1 wk ahead","bin","Alabama"
"88",8.7,0.01,"1 wk ahead","bin","Alabama"
"89",8.8,0.008,"1 wk ahead","bin","Alabama"
"90",8.9,0.012,"1 wk ahead","bin","Alabama"
"91",9,0.013,"1 wk ahead","bin","Alabama"
"92",9.1,0.016,"1 wk ahead","bin","Alabama"
"93",9.2,0.005,"1 wk ahead","bin","Alabama"
"94",9.3,0.004,"1 wk ahead","bin","Alabama"
"95",9.4,0.004,"1 wk ahead","bin","Alabama"
"96",9.5,0.004,"1 wk ahead","bin","Alabama"
"97",9.6,0.007,"1 wk ahead","bin","Alabama"
"98",9.7,0.009,"1 wk ahead","bin","Alabama"
"99",9.8,0.004,"1 wk ahead","bin","Alabama"
"100",9.9,0.011,"1 wk ahead","bin","Alabama"
"101",10,0.002,"1 wk ahead","bin","Alabama"
"102",10.1,0.007,"1 wk ahead","bin","Alabama"
"103",10.2,0.006,"1 wk ahead","bin","Alabama"
"104",10.3,0.01,"1 wk ahead","bin","Alabama"
"105",10.4,0.005,"1 wk ahead","bin","Alabama"
"106",10.5,0.004,"1 wk ahead","bin","Alabama"
"107",10.6,0.007,"1 wk ahead","bin","Alabama"
"108",10.7,0.004,"1 wk ahead","bin","Alabama"
"109",10.8,0.008,"1 wk ahead","bin","Alabama"
"110",10.9,0.009,"1 wk ahead","bin","Alabama"
"111",11,0.005,"1 wk ahead","bin","Alabama"
"112",11.1,0.007,"1 wk ahead","bin","Alabama"
"113",11.2,0.003,"1 wk ahead","bin","Alabama"
"114",11.3,0.006,"1 wk ahead","bin","Alabama"
"115",11.4,0.003,"1 wk ahead","bin","Alabama"
"116",11.5,0.004,"1 wk ahead","bin","Alabama"
"117",11.6,0.004,"1 wk ahead","bin","Alabama"
"118",11.7,0.005,"1 wk ahead","bin","Alabama"
"119",11.8,0.003,"1 wk ahead","bin","Alabama"
"120",11.9,0.005,"1 wk ahead","bin","Alabama"
"121",12,0.005,"1 wk ahead","bin","Alabama"
"122",12.1,0.002,"1 wk ahead","bin","Alabama"
"123",12.2,0.005,"1 wk ahead","bin","Alabama"
"124",12.3,0.007,"1 wk ahead","bin","Alabama"
"125",12.4,0.004,"1 wk ahead","bin","Alabama"
"126",12.5,0.003,"1 wk ahead","bin","Alabama"
"127",12.6,0.002,"1 wk ahead","bin","Alabama"
"128",12.7,0.002,"1 wk ahead","bin","Alabama"
"129",12.8,0.001,"1 wk ahead","bin","Alabama"
"130",12.9,0.005,"1 wk ahead","bin","Alabama"
"131",13,0,"1 wk ahead","bin","Alabama"
"132",13.1,0.006,"1 wk ahead","bin","Alabama"
"133",13.2,0.004,"1 wk ahead","bin","Alabama"
"134",13.3,0.002,"1 wk ahead","bin","Alabama"
"135",13.4,0.001,"1 wk ahead","bin","Alabama"
"136",13.5,0.002,"1 wk ahead","bin","Alabama"
"137",13.6,0.003,"1 wk ahead","bin","Alabama"
"138",13.7,0.002,"1 wk ahead","bin","Alabama"
"139",13.8,0.006,"1 wk ahead","bin","Alabama"
"140",13.9,0.005,"1 wk ahead","bin","Alabama"
"141",14,0.002,"1 wk ahead","bin","Alabama"
"142",14.1,0.001,"1 wk ahead","bin","Alabama"
"143",14.2,0.001,"1 wk ahead","bin","Alabama"
"144",14.3,0.004,"1 wk ahead","bin","Alabama"
"145",14.4,0.004,"1 wk ahead","bin","Alabama"
"146",14.5,0.002,"1 wk ahead","bin","Alabama"
"147",14.6,0.003,"1 wk ahead","bin","Alabama"
"148",14.7,0.001,"1 wk ahead","bin","Alabama"
"149",14.8,0.001,"1 wk ahead","bin","Alabama"
"150",14.9,0.002,"1 wk ahead","bin","Alabama"
"151",15,0.003,"1 wk ahead","bin","Alabama"
"152",15.1,0.004,"1 wk ahead","bin","Alabama"
"153",15.2,0,"1 wk ahead","bin","Alabama"
"154",15.3,0.003,"1 wk ahead","bin","Alabama"
"155",15.4,0.001,"1 wk ahead","bin","Alabama"
"156",15.5,0,"1 wk ahead","bin","Alabama"
"157",15.6,0.002,"1 wk ahead","bin","Alabama"
"158",15.7,0,"1 wk ahead","bin","Alabama"
"159",15.8,0.001,"1 wk ahead","bin","Alabama"
"160",15.9,0.001,"1 wk ahead","bin","Alabama"
"161",16,0.003,"1 wk ahead","bin","Alabama"
"162",16.1,0.002,"1 wk ahead","bin","Alabama"
"163",16.2,0.001,"1 wk ahead","bin","Alabama"
"164",16.3,0.001,"1 wk ahead","bin","Alabama"
"165",16.4,0.003,"1 wk ahead","bin","Alabama"
"166",16.5,0.001,"1 wk ahead","bin","Alabama"
"167",16.6,0.002,"1 wk ahead","bin","Alabama"
"168",16.7,0.005,"1 wk ahead","bin","Alabama"
"169",16.8,0.002,"1 wk ahead","bin","Alabama"
"170",16.9,0.001,"1 wk ahead","bin","Alabama"
"171",17,0,"1 wk ahead","bin","Alabama"
"172",17.1,0.001,"1 wk ahead","bin","Alabama"
"173",17.2,0.004,"1 wk ahead","bin","Alabama"
"174",17.3,0.002,"1 wk ahead","bin","Alabama"
"175",17.4,0.001,"1 wk ahead","bin","Alabama"
"176",17.5,0,"1 wk ahead","bin","Alabama"
"177",17.6,0.001,"1 wk ahead","bin","Alabama"
"178",17.7,0.002,"1 wk ahead","bin","Alabama"
"179",17.8,0,"1 wk ahead","bin","Alabama"
"180",17.9,0,"1 wk ahead","bin","Alabama"
"181",18,0,"1 wk ahead","bin","Alabama"
"182",18.1,0,"1 wk ahead","bin","Alabama"
"183",18.2,0.001,"1 wk ahead","bin","Alabama"
"184",18.3,0,"1 wk ahead","bin","Alabama"
"185",18.4,0,"1 wk ahead","bin","Alabama"
"186",18.5,0,"1 wk ahead","bin","Alabama"
"187",18.6,0.003,"1 wk ahead","bin","Alabama"
"188",18.7,0.001,"1 wk ahead","bin","Alabama"
"189",18.8,0,"1 wk ahead","bin","Alabama"
"190",18.9,0.002,"1 wk ahead","bin","Alabama"
"191",19,0,"1 wk ahead","bin","Alabama"
"192",19.1,0.001,"1 wk ahead","bin","Alabama"
"193",19.2,0.001,"1 wk ahead","bin","Alabama"
"194",19.3,0,"1 wk ahead","bin","Alabama"
"195",19.4,0,"1 wk ahead","bin","Alabama"
"196",19.5,0.001,"1 wk ahead","bin","Alabama"
"197",19.6,0.001,"1 wk ahead","bin","Alabama"
"198",19.7,0,"1 wk ahead","bin","Alabama"
"199",19.8,0,"1 wk ahead","bin","Alabama"
"200",19.9,0,"1 wk ahead","bin","Alabama"
"201",20,0.001,"1 wk ahead","bin","Alabama"
"202",20.1,0,"1 wk ahead","bin","Alabama"
"203",20.2,0,"1 wk ahead","bin","Alabama"
"204",20.3,0,"1 wk ahead","bin","Alabama"
"205",20.4,0.001,"1 wk ahead","bin","Alabama"
"206",20.5,0,"1 wk ahead","bin","Alabama"
"207",20.6,0.001,"1 wk ahead","bin","Alabama"
"208",20.7,0,"1 wk ahead","bin","Alabama"
"209",20.8,0.001,"1 wk ahead","bin","Alabama"
"210",20.9,0,"1 wk ahead","bin","Alabama"
"211",21,0,"1 wk ahead","bin","Alabama"
"212",21.1,0,"1 wk ahead","bin","Alabama"
"213",21.2,0,"1 wk ahead","bin","Alabama"
"214",21.3,0,"1 wk ahead","bin","Alabama"
"215",21.4,0,"1 wk ahead","bin","Alabama"
"216",21.5,0,"1 wk ahead","bin","Alabama"
"217",21.6,0,"1 wk ahead","bin","Alabama"
"218",21.7,0,"1 wk ahead","bin","Alabama"
"219",21.8,0,"1 wk ahead","bin","Alabama"
"220",21.9,0,"1 wk ahead","bin","Alabama"
"221",22,0,"1 wk ahead","bin","Alabama"
"222",22.1,0,"1 wk ahead","bin","Alabama"
"223",22.2,0,"1 wk ahead","bin","Alabama"
"224",22.3,0.001,"1 wk ahead","bin","Alabama"
"225",22.4,0,"1 wk ahead","bin","Alabama"
"226",22.5,0,"1 wk ahead","bin","Alabama"
"227",22.6,0,"1 wk ahead","bin","Alabama"
"228",22.7,0.001,"1 wk ahead","bin","Alabama"
"229",22.8,0,"1 wk ahead","bin","Alabama"
"230",22.9,0,"1 wk ahead","bin","Alabama"
"231",23,0.001,"1 wk ahead","bin","Alabama"
"232",23.1,0,"1 wk ahead","bin","Alabama"
"233",23.2,0.001,"1 wk ahead","bin","Alabama"
"234",23.3,0,"1 wk ahead","bin","Alabama"
"235",23.4,0.001,"1 wk ahead","bin","Alabama"
"236",23.5,0,"1 wk ahead","bin","Alabama"
"237",23.6,0,"1 wk ahead","bin","Alabama"
"238",23.7,0.001,"1 wk ahead","bin","Alabama"
"239",23.8,0,"1 wk ahead","bin","Alabama"
"240",23.9,0,"1 wk ahead","bin","Alabama"
"241",24,0,"1 wk ahead","bin","Alabama"
"242",24.1,0,"1 wk ahead","bin","Alabama"
"243",24.2,0,"1 wk ahead","bin","Alabama"
"244",24.3,0,"1 wk ahead","bin","Alabama"
"245",24.4,0,"1 wk ahead","bin","Alabama"
"246",24.5,0.001,"1 wk ahead","bin","Alabama"
"247",24.6,0,"1 wk ahead","bin","Alabama"
"248",24.7,0,"1 wk ahead","bin","Alabama"
"249",24.8,0.001,"1 wk ahead","bin","Alabama"
"250",24.9,0,"1 wk ahead","bin","Alabama"
"251",25,0.01,"1 wk ahead","bin","Alabama"
"252",0,0,"2 wk ahead","bin","Alabama"
"253",0.1,0,"2 wk ahead","bin","Alabama"
"254",0.2,0,"2 wk ahead","bin","Alabama"
"255",0.3,0,"2 wk ahead","bin","Alabama"
"256",0.4,0,"2 wk ahead","bin","Alabama"
"257",0.5,0,"2 wk ahead","bin","Alabama"
"258",0.6,0,"2 wk ahead","bin","Alabama"
"259",0.7,0,"2 wk ahead","bin","Alabama"
"260",0.8,0,"2 wk ahead","bin","Alabama"
"261",0.9,0,"2 wk ahead","bin","Alabama"
"262",1,0,"2 wk ahead","bin","Alabama"
"263",1.1,0,"2 wk ahead","bin","Alabama"
"264",1.2,0,"2 wk ahead","bin","Alabama"
"265",1.3,0,"2 wk ahead","bin","Alabama"
"266",1.4,0,"2 wk ahead","bin","Alabama"
"267",1.5,0,"2 wk ahead","bin","Alabama"
"268",1.6,0,"2 wk ahead","bin","Alabama"
"269",1.7,0,"2 wk ahead","bin","Alabama"
"270",1.8,0,"2 wk ahead","bin","Alabama"
"271",1.9,0,"2 wk ahead","bin","Alabama"
"272",2,0,"2 wk ahead","bin","Alabama"
"273",2.1,0,"2 wk ahead","bin","Alabama"
"274",2.2,0,"2 wk ahead","bin","Alabama"
"275",2.3,0,"2 wk ahead","bin","Alabama"
"276",2.4,0.001,"2 wk ahead","bin","Alabama"
"277",2.5,0,"2 wk ahead","bin","Alabama"
"278",2.6,0.002,"2 wk ahead","bin","Alabama"
"279",2.7,0.002,"2 wk ahead","bin","Alabama"
"280",2.8,0.002,"2 wk ahead","bin","Alabama"
"281",2.9,0.001,"2 wk ahead","bin","Alabama"
"282",3,0,"2 wk ahead","bin","Alabama"
"283",3.1,0.002,"2 wk ahead","bin","Alabama"
"284",3.2,0.002,"2 wk ahead","bin","Alabama"
"285",3.3,0.004,"2 wk ahead","bin","Alabama"
"286",3.4,0,"2 wk ahead","bin","Alabama"
"287",3.5,0.004,"2 wk ahead","bin","Alabama"
"288",3.6,0.003,"2 wk ahead","bin","Alabama"
"289",3.7,0.008,"2 wk ahead","bin","Alabama"
"290",3.8,0.008,"2 wk ahead","bin","Alabama"
"291",3.9,0.006,"2 wk ahead","bin","Alabama"
"292",4,0.01,"2 wk ahead","bin","Alabama"
"293",4.1,0.005,"2 wk ahead","bin","Alabama"
"294",4.2,0.01,"2 wk ahead","bin","Alabama"
"295",4.3,0.006,"2 wk ahead","bin","Alabama"
"296",4.4,0.009,"2 wk ahead","bin","Alabama"
"297",4.5,0.012,"2 wk ahead","bin","Alabama"
"298",4.6,0.005,"2 wk ahead","bin","Alabama"
"299",4.7,0.008,"2 wk ahead","bin","Alabama"
"300",4.8,0.008,"2 wk ahead","bin","Alabama"
"301",4.9,0.011,"2 wk ahead","bin","Alabama"
"302",5,0.009,"2 wk ahead","bin","Alabama"
"303",5.1,0.01,"2 wk ahead","bin","Alabama"
"304",5.2,0.006,"2 wk ahead","bin","Alabama"
"305",5.3,0.006,"2 wk ahead","bin","Alabama"
"306",5.4,0.004,"2 wk ahead","bin","Alabama"
"307",5.5,0.008,"2 wk ahead","bin","Alabama"
"308",5.6,0.01,"2 wk ahead","bin","Alabama"
"309",5.7,0.014,"2 wk ahead","bin","Alabama"
"310",5.8,0.006,"2 wk ahead","bin","Alabama"
"311",5.9,0.012,"2 wk ahead","bin","Alabama"
"312",6,0.009,"2 wk ahead","bin","Alabama"
"313",6.1,0.008,"2 wk ahead","bin","Alabama"
"314",6.2,0.013,"2 wk ahead","bin","Alabama"
"315",6.3,0.007,"2 wk ahead","bin","Alabama"
"316",6.4,0.008,"2 wk ahead","bin","Alabama"
"317",6.5,0.011,"2 wk ahead","bin","Alabama"
"318",6.6,0.014,"2 wk ahead","bin","Alabama"
"319",6.7,0.013,"2 wk ahead","bin","Alabama"
"320",6.8,0.006,"2 wk ahead","bin","Alabama"
"321",6.9,0.013,"2 wk ahead","bin","Alabama"
"322",7,0.014,"2 wk ahead","bin","Alabama"
"323",7.1,0.006,"2 wk ahead","bin","Alabama"
"324",7.2,0.01,"2 wk ahead","bin","Alabama"
"325",7.3,0.006,"2 wk ahead","bin","Alabama"
"326",7.4,0.013,"2 wk ahead","bin","Alabama"
"327",7.5,0.01,"2 wk ahead","bin","Alabama"
"328",7.6,0.013,"2 wk ahead","bin","Alabama"
"329",7.7,0.011,"2 wk ahead","bin","Alabama"
"330",7.8,0.009,"2 wk ahead","bin","Alabama"
"331",7.9,0.008,"2 wk ahead","bin","Alabama"
"332",8,0.011,"2 wk ahead","bin","Alabama"
"333",8.1,0.005,"2 wk ahead","bin","Alabama"
"334",8.2,0.007,"2 wk ahead","bin","Alabama"
"335",8.3,0.014,"2 wk ahead","bin","Alabama"
"336",8.4,0.009,"2 wk ahead","bin","Alabama"
"337",8.5,0.013,"2 wk ahead","bin","Alabama"
"338",8.6,0.005,"2 wk ahead","bin","Alabama"
"339",8.7,0.013,"2 wk ahead","bin","Alabama"
"340",8.8,0.007,"2 wk ahead","bin","Alabama"
"341",8.9,0.008,"2 wk ahead","bin","Alabama"
"342",9,0.01,"2 wk ahead","bin","Alabama"
"343",9.1,0.004,"2 wk ahead","bin","Alabama"
"344",9.2,0.011,"2 wk ahead","bin","Alabama"
"345",9.3,0.011,"2 wk ahead","bin","Alabama"
"346",9.4,0.005,"2 wk ahead","bin","Alabama"
"347",9.5,0.009,"2 wk ahead","bin","Alabama"
"348",9.6,0.008,"2 wk ahead","bin","Alabama"
"349",9.7,0.006,"2 wk ahead","bin","Alabama"
"350",9.8,0.003,"2 wk ahead","bin","Alabama"
"351",9.9,0.007,"2 wk ahead","bin","Alabama"
"352",10,0.006,"2 wk ahead","bin","Alabama"
"353",10.1,0.003,"2 wk ahead","bin","Alabama"
"354",10.2,0.003,"2 wk ahead","bin","Alabama"
"355",10.3,0.007,"2 wk ahead","bin","Alabama"
"356",10.4,0.005,"2 wk ahead","bin","Alabama"
"357",10.5,0.007,"2 wk ahead","bin","Alabama"
"358",10.6,0.006,"2 wk ahead","bin","Alabama"
"359",10.7,0.007,"2 wk ahead","bin","Alabama"
"360",10.8,0.004,"2 wk ahead","bin","Alabama"
"361",10.9,0.005,"2 wk ahead","bin","Alabama"
"362",11,0.004,"2 wk ahead","bin","Alabama"
"363",11.1,0.01,"2 wk ahead","bin","Alabama"
"364",11.2,0.005,"2 wk ahead","bin","Alabama"
"365",11.3,0.006,"2 wk ahead","bin","Alabama"
"366",11.4,0.004,"2 wk ahead","bin","Alabama"
"367",11.5,0.004,"2 wk ahead","bin","Alabama"
"368",11.6,0.006,"2 wk ahead","bin","Alabama"
"369",11.7,0.003,"2 wk ahead","bin","Alabama"
"370",11.8,0.004,"2 wk ahead","bin","Alabama"
"371",11.9,0.003,"2 wk ahead","bin","Alabama"
"372",12,0.005,"2 wk ahead","bin","Alabama"
"373",12.1,0.004,"2 wk ahead","bin","Alabama"
"374",12.2,0.005,"2 wk ahead","bin","Alabama"
"375",12.3,0.002,"2 wk ahead","bin","Alabama"
"376",12.4,0.005,"2 wk ahead","bin","Alabama"
"377",12.5,0.002,"2 wk ahead","bin","Alabama"
"378",12.6,0.004,"2 wk ahead","bin","Alabama"
"379",12.7,0.001,"2 wk ahead","bin","Alabama"
"380",12.8,0.006,"2 wk ahead","bin","Alabama"
"381",12.9,0.005,"2 wk ahead","bin","Alabama"
"382",13,0.004,"2 wk ahead","bin","Alabama"
"383",13.1,0.004,"2 wk ahead","bin","Alabama"
"384",13.2,0.004,"2 wk ahead","bin","Alabama"
"385",13.3,0.003,"2 wk ahead","bin","Alabama"
"386",13.4,0.004,"2 wk ahead","bin","Alabama"
"387",13.5,0.005,"2 wk ahead","bin","Alabama"
"388",13.6,0.004,"2 wk ahead","bin","Alabama"
"389",13.7,0.004,"2 wk ahead","bin","Alabama"
"390",13.8,0.003,"2 wk ahead","bin","Alabama"
"391",13.9,0.004,"2 wk ahead","bin","Alabama"
"392",14,0.002,"2 wk ahead","bin","Alabama"
"393",14.1,0.001,"2 wk ahead","bin","Alabama"
"394",14.2,0.001,"2 wk ahead","bin","Alabama"
"395",14.3,0.001,"2 wk ahead","bin","Alabama"
"396",14.4,0.002,"2 wk ahead","bin","Alabama"
"397",14.5,0.003,"2 wk ahead","bin","Alabama"
"398",14.6,0.002,"2 wk ahead","bin","Alabama"
"399",14.7,0,"2 wk ahead","bin","Alabama"
"400",14.8,0.001,"2 wk ahead","bin","Alabama"
"401",14.9,0.004,"2 wk ahead","bin","Alabama"
"402",15,0.002,"2 wk ahead","bin","Alabama"
"403",15.1,0.002,"2 wk ahead","bin","Alabama"
"404",15.2,0.001,"2 wk ahead","bin","Alabama"
"405",15.3,0.002,"2 wk ahead","bin","Alabama"
"406",15.4,0.002,"2 wk ahead","bin","Alabama"
"407",15.5,0,"2 wk ahead","bin","Alabama"
"408",15.6,0.008,"2 wk ahead","bin","Alabama"
"409",15.7,0.003,"2 wk ahead","bin","Alabama"
"410",15.8,0.006,"2 wk ahead","bin","Alabama"
"411",15.9,0,"2 wk ahead","bin","Alabama"
"412",16,0.002,"2 wk ahead","bin","Alabama"
"413",16.1,0.001,"2 wk ahead","bin","Alabama"
"414",16.2,0,"2 wk ahead","bin","Alabama"
"415",16.3,0.001,"2 wk ahead","bin","Alabama"
"416",16.4,0.001,"2 wk ahead","bin","Alabama"
"417",16.5,0,"2 wk ahead","bin","Alabama"
"418",16.6,0.002,"2 wk ahead","bin","Alabama"
"419",16.7,0.001,"2 wk ahead","bin","Alabama"
"420",16.8,0,"2 wk ahead","bin","Alabama"
"421",16.9,0.002,"2 wk ahead","bin","Alabama"
"422",17,0.002,"2 wk ahead","bin","Alabama"
"423",17.1,0.002,"2 wk ahead","bin","Alabama"
"424",17.2,0.003,"2 wk ahead","bin","Alabama"
"425",17.3,0.002,"2 wk ahead","bin","Alabama"
"426",17.4,0.001,"2 wk ahead","bin","Alabama"
"427",17.5,0.003,"2 wk ahead","bin","Alabama"
"428",17.6,0.003,"2 wk ahead","bin","Alabama"
"429",17.7,0.002,"2 wk ahead","bin","Alabama"
"430",17.8,0.002,"2 wk ahead","bin","Alabama"
"431",17.9,0.002,"2 wk ahead","bin","Alabama"
"432",18,0.001,"2 wk ahead","bin","Alabama"
"433",18.1,0.001,"2 wk ahead","bin","Alabama"
"434",18.2,0.001,"2 wk ahead","bin","Alabama"
"435",18.3,0.001,"2 wk ahead","bin","Alabama"
"436",18.4,0.002,"2 wk ahead","bin","Alabama"
"437",18.5,0,"2 wk ahead","bin","Alabama"
"438",18.6,0.001,"2 wk ahead","bin","Alabama"
"439",18.7,0.001,"2 wk ahead","bin","Alabama"
"440",18.8,0.004,"2 wk ahead","bin","Alabama"
"441",18.9,0.001,"2 wk ahead","bin","Alabama"
"442",19,0.002,"2 wk ahead","bin","Alabama"
"443",19.1,0,"2 wk ahead","bin","Alabama"
"444",19.2,0.001,"2 wk ahead","bin","Alabama"
"445",19.3,0,"2 wk ahead","bin","Alabama"
"446",19.4,0.001,"2 wk ahead","bin","Alabama"
"447",19.5,0,"2 wk ahead","bin","Alabama"
"448",19.6,0,"2 wk ahead","bin","Alabama"
"449",19.7,0.001,"2 wk ahead","bin","Alabama"
"450",19.8,0,"2 wk ahead","bin","Alabama"
"451",19.9,0.001,"2 wk ahead","bin","Alabama"
"452",20,0.001,"2 wk ahead","bin","Alabama"
"453",20.1,0.002,"2 wk ahead","bin","Alabama"
"454",20.2,0.001,"2 wk ahead","bin","Alabama"
"455",20.3,0.002,"2 wk ahead","bin","Alabama"
"456",20.4,0,"2 wk ahead","bin","Alabama"
"457",20.5,0.001,"2 wk ahead","bin","Alabama"
"458",20.6,0.002,"2 wk ahead","bin","Alabama"
"459",20.7,0,"2 wk ahead","bin","Alabama"
"460",20.8,0.002,"2 wk ahead","bin","Alabama"
"461",20.9,0,"2 wk ahead","bin","Alabama"
"462",21,0.001,"2 wk ahead","bin","Alabama"
"463",21.1,0.001,"2 wk ahead","bin","Alabama"
"464",21.2,0.001,"2 wk ahead","bin","Alabama"
"465",21.3,0.003,"2 wk ahead","bin","Alabama"
"466",21.4,0.002,"2 wk ahead","bin","Alabama"
"467",21.5,0.001,"2 wk ahead","bin","Alabama"
"468",21.6,0.001,"2 wk ahead","bin","Alabama"
"469",21.7,0,"2 wk ahead","bin","Alabama"
"470",21.8,0,"2 wk ahead","bin","Alabama"
"471",21.9,0,"2 wk ahead","bin","Alabama"
"472",22,0,"2 wk ahead","bin","Alabama"
"473",22.1,0,"2 wk ahead","bin","Alabama"
"474",22.2,0.002,"2 wk ahead","bin","Alabama"
"475",22.3,0.001,"2 wk ahead","bin","Alabama"
"476",22.4,0.001,"2 wk ahead","bin","Alabama"
"477",22.5,0,"2 wk ahead","bin","Alabama"
"478",22.6,0.002,"2 wk ahead","bin","Alabama"
"479",22.7,0.001,"2 wk ahead","bin","Alabama"
"480",22.8,0.001,"2 wk ahead","bin","Alabama"
"481",22.9,0,"2 wk ahead","bin","Alabama"
"482",23,0,"2 wk ahead","bin","Alabama"
"483",23.1,0.001,"2 wk ahead","bin","Alabama"
"484",23.2,0.001,"2 wk ahead","bin","Alabama"
"485",23.3,0.001,"2 wk ahead","bin","Alabama"
"486",23.4,0,"2 wk ahead","bin","Alabama"
"487",23.5,0.001,"2 wk ahead","bin","Alabama"
"488",23.6,0,"2 wk ahead","bin","Alabama"
"489",23.7,0.001,"2 wk ahead","bin","Alabama"
"490",23.8,0.001,"2 wk ahead","bin","Alabama"
"491",23.9,0,"2 wk ahead","bin","Alabama"
"492",24,0,"2 wk ahead","bin","Alabama"
"493",24.1,0.001,"2 wk ahead","bin","Alabama"
"494",24.2,0,"2 wk ahead","bin","Alabama"
"495",24.3,0.002,"2 wk ahead","bin","Alabama"
